municipio_nome,situacao_obra,ambito,valor_inicial_contrato,valor_total_pago,contratada,cnpj_contratada,contratante,classificacao,data_paralisacao,descricao_obra,endereco,url_obra,data_prevista_conclusao
Campinas,Atrasada,Municipal,10058900,10049881.88,CONSORCIO FLUID BRASIL SISTEMAS E TECNOLOGIA LTDA / CONSTRUTORA EDIZA INCORPORAÇÃO E COMÉRCIO LTDA. EPP,96.581.798/0001-81,SOCIEDADE DE ABASTECIMENTO DE AGUA E SANEAMENTO S/A - SANASA - CAMPINAS,"Abastecimento de água - Captação, Adução, Tratamento e similares",Não informado,Obras ampliação do sistema abastecimento - reservatórios metálicos,Não informado,Não informado,21/05/2019
Campinas,Atrasada,Municipal,51740535.21,34284729.17,CONSORCIO ENGIL / AUGUSTO VELOSO,24.536.941/0001-58,SOCIEDADE DE ABASTECIMENTO DE AGUA E SANEAMENTO S/A - SANASA - CAMPINAS,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,Estação de Tratamento de Esgoto - ETE Boa Vista Capacidade tratamento 192 l/s,Não informado,Não informado,11/12/2017
Campo Limpo Paulista,Atrasada,Estadual,990881.62,8308.69,B ESSE CONSTRUTORA EIRELI,00.292.256/0001-10,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,Não informado,CH Campo Limpo Paulista E- cont. 207/18 Execução de Obras e serviços de engenharia para a realização do empreendimento composto por 12 UHs Tipologia TI22A-01 A=47.87m²,Não informado,Não informado,26/10/2020
Campos do Jordão,Atrasada,Municipal,1619343.81,574214.54,FASUL PAVIMENTAÇÃO E CONSULTORIA LTDA,02.827.211/0001-28,PREFEITURA MUNICIPAL DE CAMPOS DO JORDAO,Mobilidade urbana - vias urbanas,Não informado,Obras de Infraestrutura em Áreas de Interesse Turístico,Não informado,Não informado,11/06/2018
Campos do Jordão,Atrasada,Municipal,265481.66,190518.83,FASUL PAVIMENTAÇÃO E CONSULTORIA LTDA,02.827.211/0001-28,PREFEITURA MUNICIPAL DE CAMPOS DO JORDAO,"Equipamento urbanos (praças, quadras e similares)",Não informado,Obras de Reforma do Centro Esportivo Armando Ladeira,Não informado,Não informado,07/03/2018
Campos do Jordão,Atrasada,Municipal,2583874.14,2075872.21,FASUL PAVIMENTAÇÃO E CONSULTORIA LTDA,02.872.211/0001-28,PREFEITURA MUNICIPAL DE CAMPOS DO JORDAO,Mobilidade urbana - vias urbanas,Não informado,Execução de Obras de Infraestrutura em Áreas de Interesse Turístico/City Park/ Augusto Pagliocci,Não informado,Não informado,28/06/2017
Campos do Jordão,Atrasada,Municipal,443329.15,217475.09,FASUL PAVIMENTAÇÃO E CONSULTORIA LTDA,02.827.211/0001-28,PREFEITURA MUNICIPAL DE CAMPOS DO JORDAO,Mobilidade urbana - vias urbanas,Não informado,Obras de Urbanização do Eixo Principal e Entorno Portal/Capivari/Fase III,Não informado,Não informado,17/02/2018
Campos Novos Paulista,Atrasada,Municipal,371445.55,0,MARIA DE LOURDES DE LIMA FELIPE-EPP,08.793.399/0001-17,PREFEITURA MUNICIPAL DE CAMPOS NOVOS PAULISTA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Construção de Praça de Lazer conforme serviços a serem executados, serviços preliminares, Estacionamento, Passeio, Academia ao Ar Livre, Instalações Elétricas, Paisagismo, Complementos e BDI,",Não informado,Não informado,07/02/2019
Campos Novos Paulista,Atrasada,Municipal,724541.35,0,MARIA DE LOURDES DE LIMA FELIPE-EPP,08.793.399/0001-17,PREFEITURA MUNICIPAL DE CAMPOS NOVOS PAULISTA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Trata-se de uma Remodelação e Modernização da Pista de Cooper, serão executados os seguintes serviços. Remodelação e modernização da Pista de Cooper 1.800m de extensão em piso em concreto e iluminação fotovoltaica.",Não informado,Não informado,10/02/2019
Cananéia,Atrasada,Municipal,394011.71,284426.68,JHONATHAN SILVA SANTOS EIRELI - ME,18.053.990/0001-91,PREFEITURA MUNICIPAL DE CANANEIA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Implantação de canteiro de obras para guarda dos materiais e equipamentos. obra tapumada, placa de identificação e limpeza da área. Toda infraestrutura (sapatas e vigas baldrames) deverão ser apoiadas sob brocas pré-moldadas diâmetro 25cm armadas. As estruturas serão em concreto armado lajes pré-fabricadas e os materiais de vedação (alvenaria) serão de blocos em concreto estrutural. O espelho dágua será revestido em material cerâmico texturizado PEI-5, assentado sobre a argamassa pré-fabricada (cimentcola). As paredes que contemplam as áreas molhadas deverão ser revestidas com material cerâmico do tipo porcelanato, inclusive o  piso.  As áreas de acessibilidade deverão atender as normas técnicas vigentes pertinentes ao assunto. Nos vãos de abertura serão assentes porta de madeira lisa com batentes e acessórios, os caixilhos deverão ser de alumínio. Deverão ser fornecidos e assentes louças e metais seguindo os critérios básicos. Deverão ser executados o paisagismo, bem como os equipamentos de recreação. Nas áreas que contemplam o paisagismo deverão ser instalados os postes de iluminação, o sistema de motobomba para alimentação do espelho dágua deverá seguir o que está previsto na planilha orçamentária.",Não informado,Não informado,05/05/2017
Cândido Mota,Atrasada,Municipal,3464178.68,2387235.06,CONSTRUTORA AMARO E EMPREENDIMENTOS LTDA,08.570.555/0001-80,PREFEITURA MUNICIPAL DE CANDIDO MOTA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"Construção de Prédio Escolar destinado ao Plano de Ações Articuladas - PAR, 12 salas.","R. Assad Chadid, 1270, Cândido Mota - SP, 19880-000","https://www.google.com.br/maps/dir//-22.7584593,-50.3859687/@-22.7590036,-503865253.289m/data=!3m1!1e3!4m2!4m1!3e0",24/12/2015
Cândido Mota,Atrasada,Municipal,65851.08,0,SENOPAV CONSTRUÇÕES E COMÉRCIO LTDA,04.224.402/0001-20,PREFEITURA MUNICIPAL DE CANDIDO MOTA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Obra de Ampliação da UBS Nova Alexandria, proposta número 35100.0206145/78-455.\nOnde houve abandono por parte da contratada na gestão passada e diante disso, a nova gestão tendo assumido em 2017 optou por tocar a obra com mão de obra própria, pois a referida não havia sido iniciada, porém, diante das dificuldades relacionadas a falta de pessoal e com a necessidade de decretos de redução de carga horária para fins de economia, a referida obra encontra- se atrasada no sistema SISMOB, contudo, sua execução continua pelos funcionários desta Prefeitura.\nA resposta da questão 25.1 foi baseada nos prazos estabelecidos para término da obra com mão de obra própria.",Não informado,Não informado,01/01/2015
Cândido Mota,Atrasada,Municipal,1348877.93,1453479.79,CONSTRUTORA AMARO E EMPREENDIMENTOS LTDA,08.570.555/0001-80,PREFEITURA MUNICIPAL DE CANDIDO MOTA,Infraestrutura Turística,Não informado,Centro de Lazer e Meio Ambiente no Município de Cândido Mota,Rodovia Francisco Gabriel da Mota s/n,"https://www.google.com.br/maps/place/22%C2%B044'24.4%22S+50%C2%B022'19.7%22W/@-22.7400965,-503732196.342m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d-22.7400987!4d-50.3721321",05/08/2017
Cândido Mota,Atrasada,Municipal,1312000.27,1007649.48,SAN PIO CONSTRUTORA EIRELLI EPP,11.871.864/0001-03,PREFEITURA MUNICIPAL DE CANDIDO MOTA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Execução de Obra do Parque Ambiental, Ecológico e de Lazer das Nascentes do Panaro",Rua Albertino Rorato,"https://www.google.com.br/maps/place/22%C2%B044'52.6%22S+50%C2%B023'55.9%22W/@-22.7479516,-50399473.196m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d-22.7479529!4d-50.3988479",25/12/2016
Cândido Mota,Atrasada,Municipal,2848127.52,2693157.34,REPLAN SANEAMENTO E OBRAS LTDA,06.056.258/0001-96,PREFEITURA MUNICIPAL DE CANDIDO MOTA,Saneamento,Não informado,"Substituição das Redes de Cimento amianto, Ramais Domiciliares e Hidrômetros do Município de Cândido Mota",Henrique Vasques,"https://www.google.com.br/maps/place/Prefeitura+Municipal+de+C%C3%A2ndido+Mota/@-22.7445167,-503913659.17z/data=!4m5!3m4!1s0x9495365f81cb536d:0xd7c3fce077479830!8m2!3d-22.7445332!4d-50.3895879",20/12/2015
Cândido Mota,Atrasada,Municipal,1578472.9,1538274.9,SAN PIO CONSTRUTORA EIRELLI EPP,11.871.864/0001-03,PREFEITURA MUNICIPAL DE CANDIDO MOTA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Creche Jardim Tangará,"R. Gérson Camolesi, Cândido Mota - SP, 19880-000","https://www.google.com.br/maps/place/22%C2%B044'46.2%22S+50%C2%B023'59.3%22W/@-22.7461516,-504004288.193m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d-22.7461528!4d-50.3998154",11/09/2015
Cândido Mota,Atrasada,Municipal,109145.51,28039.26,ODAIR GERALDO NEGRÃO - ME,09.513.655/0001-38,PREFEITURA MUNICIPAL DE CANDIDO MOTA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,Reforma na UBS do distrito do Frutal do Campo,Rua Primeiro de Maio,"https://www.google.com.br/maps/place/22%C2%B050'28.6%22S+50%C2%B031'09.0%22W/@-22.8412709,-505200826.287m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d-22.8412729!4d-50.5191674",21/06/2019
Cândido Mota,Atrasada,Municipal,258919.84,32158.01,ELGEL ELETRICIDADE E ENGENHARIA LTDA,67.343.533/0001-47,PREFEITURA MUNICIPAL DE CANDIDO MOTA,"Equipamento urbanos (praças, quadras e similares)",Não informado,CONSTRUÇÃO COMPLEXO ESPORTIVO VILA S. JUDAS TADEU,Assad Chadi,"https://www.google.com.br/maps/place/22%C2%B045'33.2%22S+50%C2%B023'14.1%22W/@-22.7592222,-503878562.190m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d-22.759208!4d-50.3872365",29/01/2016
Cândido Mota,Atrasada,Municipal,571416.06,8296.3,ENGIVER CONSTRUTORA E PAVIMENTADORA LTDA,49.362.007/0001-42,PREFEITURA MUNICIPAL DE CANDIDO MOTA,Mobilidade urbana - vias urbanas,Não informado,PAVIMENTAÇÃO DE DIVERSAS RUA DO MUNICIPIO,Não informado,Não informado,10/06/2017
Cândido Rodrigues,Atrasada,Estadual,3800000,190746.9,ALCANCE ENGENHARIA E CONSTRUÇÃO LTDA,20.501.854/0001-69,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,Não informado,CH Cândido Rodrigues C - Cont. 209/18 Execução de 55 UHs TI22A-01 e demais serviços.,Não informado,Não informado,27/09/2021
Canitar,Atrasada,Municipal,100326.34,0,OURIGRAMA TERRAPLANAGEM LTDA,08.795.912/0001-24,PREFEITURA MUNICIPAL DE CANITAR,Mobilidade urbana - vias urbanas,Não informado,"RECAPEAMENTO ASFÁLTICO, CALÇADAS, RAMPA DE ACESSIBILIDADE E SINALIZAÇÃO VIÁRIA",Não informado,Não informado,12/03/2019
Capão Bonito,Atrasada,Estadual,1894375.33,548453.58,CONSTRÓI LTDA,04.465.481/0001-61,FUNDACAO PARA A CONSERVACAO E A PRODUCAO FLORESTAL DO ESTADO DE SAO PAULO - FUNDACAO FLORESTAL,Outros,Não informado,"Obras de manutenção, adequação e revitalização de estruturas e infraestruturas no Parque Estadual Intervales",Estrada Municipal,,03/06/2019
Capela do Alto,Atrasada,Estadual,13572813.77,135273.01,TECLA CONSTRUÇÕES LTDA,53.552.691/0001-00,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,Não informado,"CH Capela do Alto C Execução de obras e serviços de engenharia para realização de empreendimento composto de 200 unidades habitacionais T122A-01-A=47.87M2-RADIER=10CM-BL.CONCR.BIF.220/127V-2D, com sistema gerador solar fotovoltaico e sem entrada de energia, kit barras de apoio TI22A-01, EE01E-01-entrada de energia-padrão CPFL-220/127V,  terraplenagem, drenagem, pavimentação, urbanismo, muro de arrimo e mureta de divisa de lote.",Rua Pastor Amado de Jesus Oliveira - Bairro Itarassú,                                     ,25/03/2022
Capivari,Atrasada,Municipal,347050,280346.99,MORÉ & SOARES CONSTRUÇÃO CIVIL LTDA,14.476.320/0001-27,PREFEITURA MUNICIPAL DE CAPIVARI,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,Construção de Centro de Referência de Assistência Social,Não informado,Não informado,23/12/2016
Caraguatatuba,Atrasada,Municipal,2135394.32,1387397.07,EGON SOLUÇÕES CONSTRUTIVAS EIRELI EPP,14.932.531/0001-27,PREFEITURA MUNICIPAL DE CARAGUATATUBA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,CONSTRUÇÃO DE UNIDADE DE EDUCAÇÃO INFANTIL – PRÓ INFÂNCIA – TIPO I CONVENCIONAL NA AVENIDA EMILIO MANZANO LHORENTE – BAIRRO BALNEÁRIO DOS GOLFINHOS,avenida emilio manzano lhorente,,04/02/2019
Caraguatatuba,Atrasada,Municipal,2389151.63,2147018.62,OLIVEIRA & FILHO CGT CONSTRUTORA LTDA EPP,05.702.070/0001-05,PREFEITURA MUNICIPAL DE CARAGUATATUBA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,CONSTRUÇÃO DO CENTRO DE CONVIVÊNCIA DO IDOSO NO BAIRRO JARAGUAZINHO,Não informado,Não informado,03/03/2019
Caraguatatuba,Atrasada,Municipal,281596.54,181223.04,MMB COMERCIAL E CONSTRUTORA LTDA ME,46.471.090/0001-08,PREFEITURA MUNICIPAL DE CARAGUATATUBA,"Mobilidade urbana - Pontes, viadutos e similares",Não informado,CONSTRUÇÃO DE PRAÇA NA REGIÃO SUL – AVENIDA EDER SILVA RODRIGUES ALVES – BAIRRO PONTAL SANTA MARINA,,"https://www.google.com/maps/place/Av.+Eder+Silva+Rodrigues+Alves,+Caraguatatuba+-+SP/@-23.6627739,-454445771.17z/data=!3m1!4b1!4m5!3m4!1s0x94cd62d0e210bddb:0x2d8ebcee49d1f6cc!8m2!3d-23.6627788!4d-45.4423884",22/01/2019
Caraguatatuba,Atrasada,Municipal,2044614.58,1636044.72,CONSTRUCOM ENGENHARIA E CONSTRUÇÃO LTDA,07.310.896/0001-54,PREFEITURA MUNICIPAL DE CARAGUATATUBA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,COMPLEMENTAÇÃO DE CONSTRUÇÃO DE EMEF – CONJUNTO HABITACIONAL NO BAIRRO GETUBA,rua gabriel fagundes da rosa,,04/04/2019
Caraguatatuba,Atrasada,Estadual,2430196.23,1942103.31,CONSTRUTORA SANDIN LTDA. ,51.182.145/0001-91,FUNDACAO PARA A CONSERVACAO E A PRODUCAO FLORESTAL DO ESTADO DE SAO PAULO - FUNDACAO FLORESTAL,Outros,Não informado,"Construção de Guarita e término de Base de Proteção no Parque Estadual Serra do Mar - Núcleo Caraguatatuba. Edificações localizadas na Estrada do Rio Pardo, (estrada da Petrobrás), no município de Caraguatatuba. Execução no âmbito do Programa de Recuperação Socioambiental da Serra do Mar e Sistema de Mosaicos da Mata Atlântica - Recursos de empréstimo Banco Interamericano de Desenvolvimento - BID.",Estrada do Rio Pardo,,21/06/2019
Carapicuíba,Atrasada,Estadual,449742.97,232606.31,V G AÇOS COMERCIO DE MATERIAIS PARA CONSTRUÇÃO LTDA,02.842.637/0001-50,FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO - FDE,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Recuperação da estrutura metálica das passarelas.,Não informado,Não informado,30/12/2018
Carapicuíba,Atrasada,Municipal,931044.75,40585.44,VIGENTE CONSTRUÇOES EIRELI,15.320.722/0001-09,PREFEITURA MUNICIPAL DE CARAPICUIBA,Mobilidade urbana - vias urbanas,Não informado,Recapeamento e Serviços Complementares na rua Maria Candido Ferreira e Rua Paraguaçu Paulista,Não informado,Não informado,20/12/2018
Carapicuíba,Atrasada,Municipal,2480159.43,697923.93,COSNTRUTORA VAO LIVRE LTDA,56.044.811/0001-49,PREFEITURA MUNICIPAL DE CARAPICUIBA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,A contrução de Prinfancia MI.,Rua do Estádio,,05/06/2018
Carapicuíba,Atrasada,Municipal,242587.17,0,ROSS LOCAÇÃO E CONSTRUÇÃO EIRELI,65.906.786/0001-56,PREFEITURA MUNICIPAL DE CARAPICUIBA,Mobilidade urbana - vias urbanas,Não informado,Recapeamento da Rua Henrique Gomes de Jesus,Rua Henrique Gomes de Jesus ,https://goo.gl/maps/XW3aVkuxURFNwtVG7,14/10/2018
Carapicuíba,Atrasada,Municipal,65817005.4,47007099.39,TECLA CONSTRUÇÕES LTDA,53.552.691/0001-00,PREFEITURA MUNICIPAL DE CARAPICUIBA,Habitação,Não informado,"Construção de 196 unidades Habitacionais Multifamiliares no Conj. Habitacional Pequiá, Urbanização da parte passivel de consiolidação, canalização, pavimentaçl~´ao e drenagem margens rio cotia com carapicuiba, Processo Civil 1009751.45.2016.0127 - Reintegração de Posse area foi invadida em meados de 12/2015.",Não informado,Não informado,14/04/2014
Carapicuíba,Atrasada,Estadual,26726400.73,8270326.65,Consórcio Scopus - Souza Compec,49.723.802/0001-19,EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SAO PAULO S/A - EMTU/SP,Mobilidade urbana - Terminais,Não informado,"O objeto deste contrato é a retomada da execução das obras e serviços para a implantação do Corredor Metropolitano Itapevi - Osasco, localizado em trecho entre Jandira à Carapicuíba, na Região Metropolitana de São Paulo - RMSP (Lote 03).",Não informado,Não informado,22/03/2019
Carapicuíba,Atrasada,Municipal,1478570.3,0,VIGENTE CONSTRUÇOES EIRELI,15.320.722/0001-09,PREFEITURA MUNICIPAL DE CARAPICUIBA,Mobilidade urbana - vias urbanas,Não informado,"Recapeamento e Serviços Complementares  nas seguintes Ruas: Ave Jatobá, Estrada do Aderno, Rua Tenente Jose Nogueira, Rua Monte Azul PAulista, Rua José Gabriel de SOuza, Ru Buritama e Rua Niterói.",Não informado,Não informado,26/01/2019
Carapicuíba,Atrasada,Municipal,1187057.88,0,VIGENTE CONSTRUÇOES EIRELI,15.320.722/0001-09,PREFEITURA MUNICIPAL DE CARAPICUIBA,Mobilidade urbana - vias urbanas,Não informado,"Recapeamento e Serviços complementares nas ruas: Rua Carapicuiba, Rua Fernando C. dos Anjos, Rua Junkishiro Arakawa, Rua Ludovina Cruz Cintra, Rua Marcilio Martins, Rua redenção da Serra, Rua Salvador, Santa Catarina, Rua Santa Eliza, Rua Santo Antonio e Rua Tauro.",Não informado,Não informado,26/01/2019
Cardoso,Atrasada,Municipal,213613.03,129287.47,"QUALITY 1 FERNANDÓPOLIS ARQUITETURA, ENGENHARIA E CONSTRUÇÃO CIVIL",23.305.658/0001-07,PREFEITURA MUNICIPAL DE CARDOSO,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Reforma e adequação da Praça Antonio Tavares de Souza"", no povoado de Vila Alves""",Não informado,Não informado,16/05/2017
Cássia dos Coqueiros,Atrasada,Municipal,395139.67,60898.89,ECOPONTES - SISTEMAS ESTRUTURAIS SUSTENTÁVEIS,13.613.420/0001-95,PREFEITURA MUNICIPAL DE CASSIA DOS COQUEIROS,"Mobilidade urbana - Pontes, viadutos e similares",Não informado,"Construção de Ponte em Estrutura Mista em Arco (concreto armado e estrutura metálica), sobre o rio Cubatão, interligação da SP Coronel Narciso Ferreira Lopes à Estrada Vicinal Governador Mário Covas Júnior, Município de Cássia dos Coqueiros.",Rua Joaquim Lopes Ferreira ,,01/02/2019
Castilho,Atrasada,Municipal,330343.02,252291.34,JACARANDÁ CONSTRUÇÃO CIVIL LTDA,00.206.042/0001-83,PREFEITURA MUNICIPAL DE CASTILHO,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Construção de um Centro Comunitário, no assentamento Celso Furtado",Não informado,Não informado,05/09/2018
Castilho,Atrasada,Municipal,334229.32,0,JACARANDÁ CONSTRUÇÃO CIVIL LTDA,00.206.042/0001-83,PREFEITURA MUNICIPAL DE CASTILHO,Outros,Não informado,Construção de um Centro comunitário situado no assentamento Jupiá,Assentamento Jupiá,"https://www.google.com.br/maps/place/20%C2%B045'08.2%22S+51%C2%B035'45.9%22W/@-20.7531499,-515950739.746m/data=!3m1!1e3!4m6!3m5!1s0x0:0x0!7e2!8m2!3d-20.7522843!4d-51.5960817",27/03/2017
Castilho,Atrasada,Municipal,335104.34,0,HIDROAR CONSTRUÇÕES E SERVIÇOS EIRELI-ME,56.538.564/0001-37,PREFEITURA MUNICIPAL DE CASTILHO,Outros,Não informado,Construção de um centro comunitário do assentamento Pendengo,Assentamento Pendengo,"https://www.google.com/maps/place/21%C2%B002'36.9%22S+51%C2%B032'45.9%22W/@-21.0435812,-515473072.488m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x9490b713fe7958cb:0xce9a02dc98a020bf!2sCastilho,+SP,+16920-000!3b1!8m2!3d-20.8718154!4d-51.4902387!3m5!1s0x0:0x0!7e2!8m2!3d-21.0435844!4d-51.5460905",27/03/2017
Catiguá,Atrasada,Municipal,1218806.58,243761.32,LARA CONSTRUÇÕES E EMPRENDIMENTOS IMOBILIÁRIOS LTDA - ME,17.523.329/0001-30,PREFEITURA MUNICIPAL DE CATIGUA,Mobilidade urbana - vias urbanas,Não informado,A OBRA ENCONTRA-SE ATRASADA PELA FIRMA,Não informado,Não informado,14/06/2019
Cerqueira César,Atrasada,Municipal,8573945.6,10707627.55,DP BARROS - PAVIMENTAÇÃO E CONSTRUÇÃO LTDA,04.780.776/0001-22,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,IMPLANTAÇÃO DO SISTEMA DE TRATAMENTO E AFASTAMENTO DE ESGOTO URBANO\n,Não informado,Não informado,05/03/2015
Cerqueira César,Atrasada,Municipal,331968.16,219313.24,EMR CONSTRUTORA EIRELI ME,18.916.042/0001-32,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,"Equipamento urbanos (praças, quadras e similares)",Não informado,CONSTRUÇÃO DE UMA QUADRA POLIESPORTIVA COBERTA NO BAIRRO NOSSA SENHORA DE FÁTIMA,RUA WADY NEIF NAMI,,05/01/2019
Charqueada,Atrasada,Estadual,123901.76,22974.83,"PIRAMIDE CONSTRUÇÕES, SANEAMENTO E LOCAÇÕES EIRELI EPP",07.526.591/0001-84,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,"CT 14631/17-00-00 - Execução de obras do Sistema de Esgoto Sanitário do município de Charqueada, compreendendo a execução de Coletor tronco (312.76 m) e Linha de recalque (1173.42 m), no Distrito de Paraisolândia.",ESTRADA MUNICIPAL PARAISOLANDIA - RECREIO,,28/08/2018
Colômbia,Atrasada,Municipal,1629384.51,1391030.81,CJL CONSTRUTORA LTDA - EPP,10.514.077/0001-33,PREFEITURA MUNICIPAL DE COLOMBIA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"CONSTRUÇÃO  DE UMA CRECHE NO POVOADO DE LARANJEIRAS, MUNICÍPIO DE COLÔMBIA",Não informado,Não informado,28/02/2019
Coroados,Atrasada,Municipal,822956.66,636387.47,COPEL CONSTRUÇÕES INDUSTRIA E COMERCIO LTDA,00.623.468/0001-32,PREFEITURA MUNICIPAL DE COROADOS,"Mobilidade urbana - Pontes, viadutos e similares",Não informado,"Obra de execução de rede de Galerias de Aguas Pluviais na Rua Rodriques Alves, houve aditivo de Prazo nº002/2018",RUA RODRIGUES ALVES,"https://www.google.com.br/maps/place/R.+Rodrigues+Alves,+Coroados+-+SP,+16260-000/@-21.3569365,-502872758.17.5z/data=!4m5!3m4!1s0x949612361a3e21ed:0x940de2db3888ca14!8m2!3d-21.3566995!4d-50.2857376",05/08/2018
Coronel Macedo,Atrasada,Estadual,9498000,231453.44,CONCRETA PROMISSÃO  CONSTRUÇÕES LTDA,04.327.690/0001-49,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,Não informado,Conclusão de 147UHs TI33B03 e demais serviços,Não informado,Não informado,23/03/2020
Coronel Macedo,Atrasada,Municipal,1514000,1316867.91,CONSTRUTORA AZEVEDO COMERCIO E SERVIÇOS - ME,17.967.468/0001-91,PREFEITURA MUNICIPAL DE CORONEL MACEDO,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"Construção de uma Creche, localizado na Avenida João Batista Leite, nº 60, Coronel Macedo - SP",Não informado,Não informado,24/02/2014
Cosmópolis,Atrasada,Municipal,117196.85,84541.64,ACM CONSTRUÇÃO E MONTAGENS INDUSTRIAIS EIRELI ME,07.394.293/0001-88,PREFEITURA MUNICIPAL DE COSMOPOLIS,"Segurança pública (Delegacias, penitenciárias e similares)",Não informado,ADEQUAÇÃO DE PRÉDIO ATENDIMENTO AO PUBLICO,Não informado,Não informado,25/02/2019
Cosmópolis,Atrasada,Municipal,172042.23,0,CONSTRUTORA BMS LTDA,13.784.922/0001-89,PREFEITURA MUNICIPAL DE COSMOPOLIS,Abastecimento de água - Barragens,Não informado,RECUPERAÇÃO DE EROSÃO NO CORREGO BARREIRO AMARELO,Não informado,Não informado,17/01/2019
Cosmópolis,Atrasada,Municipal,10017.28,0,CONSTRUTORA MARTSERV EIRELI ME,18.730.331/0001-52,PREFEITURA MUNICIPAL DE COSMOPOLIS,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,ADEQUAÇÃO E REFORMA DA EMEB TUTU BALLONI,Não informado,Não informado,18/03/2019
Cosmorama,Atrasada,Municipal,50901.56,37451.2,CONSTRUTORA FRANCO BUENO EIRELI - ME,23.890.447/0001-89,PREFEITURA MUNICIPAL DE COSMORAMA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Reforma da Escola Municipal Ana Maria Segura,Não informado,Não informado,14/05/2018
Cubatão,Atrasada,Estadual,114975545.44,100379171.6,"ETEMP ENGENHARIA, INDÚSTRIA E COMÉRCIO LTDA",53.063.798/0001-87,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,Não informado,"Execução de obras e serviços de engenharia para recuperação socioambiental, compreendendo a urbanização dos bairros Cota 200, Cota 95/100, Pinhal do Miranda e Fabril.",Não informado,Não informado,11/12/2019
Cubatão,Atrasada,Municipal,820301.93,804467.94,"TERMAQ - TERRAPLENAGEM, CONSTRUÇÃO CIVIL E ESCAVAÇÕES LTDA",49.957.137/0001-28,PREFEITURA MUNICIPAL DE CUBATAO,Mobilidade urbana - vias urbanas,Não informado,Construção de ciclovia sobre o Canal da Av. Henry Borden.,Não informado,Não informado,14/01/2010
Cubatão,Atrasada,Estadual,5475959.52,0,TERRA NOVA ENGENHARIA E CONSTRUÇÃO LTDA.,07.461.206/0001-68,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,Não informado,Execução de obras e serviços de engenharia para reforma do empreendimento.,Não informado,Não informado,08/10/2020
Diadema,Atrasada,Estadual,3086000,791437.79,Consórcio Diadema F,53.359.113/0001-44,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,Não informado,"C.H. Diadema F - Serviços de recuperação de rede condominial de água e esgoto, recuperação de  reservatório e renovação de AVCB.",Rua Sul,,04/06/2020
