municipio_nome,situacao_obra,ambito,valor_inicial_contrato,valor_total_pago,contratada,cnpj_contratada,contratante,classificacao,data_paralisacao,descricao_obra,endereco,url_obra,data_prevista_conclusao
Carapicuíba,Paralisada,Municipal,1974228.5,1657297.04,CONSTRUTORA CAMARGO FLUETI LTDA,02.780.649/0001-06,PREFEITURA MUNICIPAL DE CARAPICUIBA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"Construção de Escola Proinfancia Tipo I Estrada Jacarandá  Contrato 126/2016  Por conveniencia e oportunidade da Adm publica foi providenciado junto ao departamento Juridico o Distrato Unilateral, para aplicação das penalidades previstas em contrato e na legislação vigente da lei 8666/93. Outrossim, informo que a municipalidade já encaminhou ao departamento de licitações e compras para os tramites legais para a publicação de uma nova licitação conforme Processo administrativo nº 180.822/2018",Não informado,Não informado,30/05/2017
Carapicuíba,Paralisada,Municipal,1417000,1605137.3,CONSTRUTORA CAMARGO FLUETI LTDA,02.780.649/0001-06,PREFEITURA MUNICIPAL DE CARAPICUIBA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"Construção da Escola Proinfancia Tipo II -  Rua Capanema  Tendo em vista a contenção apresentada posterior a licitação. Não houve  por parte da contratada interesse em firmar novo aditivo de prazo, o que tornou inviavel a possibilidade de dar seguimento na construçõa da unidade Escolar. Outrossim informo que a municipalidade ja encaminhou para o departamento de licitações e compras os tramites para a publicação de uma nova licitação conforme Processo Administrativo nº 38927/2018",Não informado,Não informado,30/05/2018
Carapicuíba,Paralisada,Municipal,523614.1,631048.62,CONSTRUTORA PAIVA NOGUEIRA LTDA,64.880.263/0001-15,PREFEITURA MUNICIPAL DE CARAPICUIBA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"Construção da Quadra Coberta com Vestuario Rua Capanema:  Tendo em vista problemas de contenção apresentado  Não houve por parte da contratada interesse em firmar novo termo aditivo de prazo, o que tornou inviavel a possibilidade de dar seguimento a construção. A municipalidade já tomou os tramites legais para a publicação de uma nova licitação conforme processo administrativo 38.927/2018",Não informado,Não informado,21/08/2017
Carapicuíba,Paralisada,Municipal,1291935.03,44174.43,TECLA CONSTRUÇÕES LTDA,53.552.691/0001-00,PREFEITURA MUNICIPAL DE CARAPICUIBA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"Construção de Escola Proinfancia Tipo II - Avenida Jatobá Contrato 161/2016  Tendo em vista problemas ambiental apresentado posterior a licitação. Não houve interesse por parte da contratada em firmar novo termo aditivo de prazo, o que tornou inviavel  a possibilidade de dar prosseguimento na construção da unidade escolar. Outrossim informo que a municipalidade ja encaminhou ao departamento de licitações e compras para tramites legais a publicação de uma nova licitação conforme solicitação da SEME nº 005/SEME/2019",Não informado,Não informado,28/08/2017
Cardoso,Paralisada,Municipal,1284999,925416.63,SANTOS & VENTUROLI CONSTRUTORA LTDA. - EPP,12.837.765/0001-15,PREFEITURA MUNICIPAL DE CARDOSO,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Construção de Creche Escola na Vila Formosa - Escola de Educação Infantil,Não informado,Não informado,04/01/2017
Casa Branca,Paralisada,Municipal,228071.66,13251.44,FARCIC ENGENHARIA,18.303.981/0001-01,PREFEITURA MUNICIPAL DE CASA BRANCA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Serviços de ampliação, modernização e reforma do Estádio Municipal, localizado na Avenida da Saudade, s/nº, Bairro Nazareth",Não informado,Não informado,14/07/2015
Catanduva,Paralisada,Estadual,7184000,298411.11,WKJ EMPREENDIMENTOS IMOBILIÁRIOS LTDA,64.904.212/0001-86,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,06/05/2019,CH Catanduva N - Cont. 221/18,Não informado,Não informado,27/09/2021
Catanduva,Paralisada,Estadual,66087687.51,0,CONSTRUTORA ESTRUTURAL,06.275.353/0001-80,DEPARTAMENTO DE ESTRADAS DE RODAGEM - DER,Transporte - Rodovias,28/09/2018,"CONTRATAÇÃO DAS OBRAS E SERVIÇOS DE RECAPEAMENTO DA PISTA E MELHORIAS DA SP.321 DO KM 444.22 AO KM 491.45, TRECHO NOVO HORIZONTE - ITAJOBI - CATANDUVA.",RODOVIA SP 321,,15/11/2015
Catiguá,Paralisada,Municipal,252929.84,129998.33,JREIS CONSTRUÇÕES DE BARRETOS LTDA,07.624.096/0001-08,PREFEITURA MUNICIPAL DE CATIGUA,Mobilidade urbana - vias urbanas,Não informado,EMPRESA PARALISOU A OBRA,Não informado,Não informado,05/11/2017
Cedral,Paralisada,Municipal,12055529.48,0,BEKAELY EMPREENDIMENTOS E COMERCIO LTDA -ME E MARIA ROBERTA DE SOUZA FERREIRA -EPP,11.989.106/0001-86,PREFEITURA MUNICIPAL DE CEDRAL,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,CONSTRUÇÃO DE CRECHE ESCOLA,Não informado,Não informado,07/11/2014
Cerqueira César,Paralisada,Municipal,252491.47,0,AAHBRANT ENGENHARIA E CONSTRUÇÕES LTDA.,23.837.456/0001-06,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,Mobilidade urbana - vias urbanas,Não informado,PAVIMENTAÇÃO ASFÁLTICA DAS RUAS 01 E 02 DO BAIRRO SANTOS NEVES,RUAS 01 E 02,,11/10/2018
Cerqueira César,Paralisada,Municipal,655916.95,150479.62,CONSTRUTORA BALLIEGO & CORRÊA LTDA EPP,05.826.915/0001-74,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,"Educação - Universidades, Faculdades, Escolas e similares",16/12/2016,CENTRO DE FORMAÇÃO DOS PROFESSORES (2ª ETAPA),RUA J. J. ESTEVES,,09/09/2016
Cerqueira César,Paralisada,Municipal,265192.35,164614.5,BSA COMERCIO E SERVIÇOS LTDA EPP,13.160.991/0001-11,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,Mobilidade urbana - vias urbanas,14/04/2018,"PAVIMENTAÇÃO ASFÁLTICA DAS RUAS SALDANHA MARINHO, HERMENEGILDO LOPES MARTINS, CLAUDIO MITSUO SUZUKI E J. J. ESTEVES",Não informado,Não informado,14/08/2017
Cerqueira César,Paralisada,Municipal,1031026.47,658965.44,BSA COMERCIO E SERVIÇOS LTDA EPP,13.160.991/0001-11,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,Mobilidade urbana - vias urbanas,29/09/2019,PAVIMENTAÇÃO ASFÁLTICA DOS BAIRROS CHÁCARA CACCIOLARI E PARQUE NOVE DE JULHO,BAIRRO NOVE DE JULHO E BAIRRO CHÁCARA CACCIOLARI,,29/09/2016
Cerqueira César,Paralisada,Municipal,305552.91,0,AAHBRANT ENGENHARIA E CONSTRUÇÕES LTDA.,23.837.456/0001-06,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,Mobilidade urbana - vias urbanas,Não informado,"PAVIMENTAÇÃO ASFÁLTICA DAS RUAS 03, 04 E 05 DO BAIRRO SANTOS NEVES","RUAS 03, 04 E 05",,21/02/2019
Cerqueira César,Paralisada,Municipal,221067.75,0,AAHBRANT ENGENHARIA E CONSTRUÇÕES LTDA.,23.837.456/0001-06,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,Mobilidade urbana - vias urbanas,Não informado,RECAPEAMENTO ASFÁLTICO EM DIVERSAS RUAS DO BAIRRO NOVA CERQUEIRA,"RUA ANTONIO LUIS DA COSTA, RUA ORLANDO BORGES, RUA ANNA MERIGUETTI SASSI, RUA OSÓRIO GARCIA CORTEZ, RUA ANTONIO GARCIA CORTEZ",,05/09/2018
Cerqueira César,Paralisada,Municipal,165282.75,100047.78,EMPREITEIRA DE OBRAS VALE DO RIO PARDO LTDA EPP,08.161.039/0001-00,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,Outros,19/07/2017,CENTRO DE CONTROLE DE ZOONOSES,RODOVIA CERQUEIRA CÉSAR / PIRAJU,,19/11/2015
Cerqueira César,Paralisada,Municipal,125979.87,70033.25,CONSTRUTORA MEDABEAM LTDA ME,10.596.433/0001-05,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",23/03/2017,AMPLIAÇÃO DO PSF DR. OSVALDO DE CAMPOS,AVENIDA SÃO PAULO,,30/11/2016
Cerqueira César,Paralisada,Municipal,271273.76,0,AAHBRANT ENGENHARIA E CONSTRUÇÕES LTDA.,23.837.456/0001-06,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,Mobilidade urbana - vias urbanas,Não informado,RECAPEAMENTO ASFÁLTICO EM DIVERSAS RUAS DO BAIRRO MANOEL FERNANDES,Não informado,Não informado,21/02/2019
Cerqueira César,Paralisada,Municipal,224440.86,193595.41,CONSTRUTORA BALLIEGO & CORRÊA LTDA EPP,05.826.915/0001-74,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,"Equipamento urbanos (praças, quadras e similares)",29/11/2016,CONSTRUÇÃO DE UM CENTRO DE CONVIVÊNCIA DA CRIANÇA E DO ADOLESCENTE,RUA 31,,08/11/2016
Cerqueira César,Paralisada,Municipal,193144.51,156690.4,CONSTRUTORA BALLIEGO & CORRÊA LTDA EPP,05.826.915/0001-74,PREFEITURA MUNICIPAL DE CERQUEIRA CESAR,"Equipamento urbanos (praças, quadras e similares)",29/11/2016,Construção de um Centro de Convivência do Idoso,RUA CAPITÃO MANOEL AUGUSTO MENDES,,05/08/2016
Chavantes,Paralisada,Municipal,1455404.28,650607.76,CHRISTIANO THOMAZ AGUIAR,14.332.604/0001-40,PREFEITURA MUNICIPAL DE CHAVANTES,"Educação - Universidades, Faculdades, Escolas e similares",06/04/2017,"Construção de uma Creche Escola para 150 crianças a cidade de Chavantes-SP, com data de início da obra em 02/08/2013 e obra paralisada com 50.38% dos serviços executados desde maio de 2016. A primeira licitação foi realizada em 2013, com contrato nº 029/2013 referente à TP002/2013, sendo a empresa vencedora Perfeita Projeto e Construção Ltda. EPP, inscrita no CNPJ: 14.332.604/0001-40, que executou apenas 47.21%, o contrato foi reincidido unilateralmente por parte da Prefeitura Municipal tendo em vista as inúmeras irregularidades ocorridas por parte daquela contratada, inclusive pelo atraso injustificado na execução dos serviços. \nFoi realizada nova licitação, com o montante restante daquele que foi pago a primeira contratada, sendo que não houve alteração nos valores constantes do convênio e a empresa vencedora do novo certame foi a Cristhiano Thomaz Aguiar - EPP, inscrita no CNPJ sob nº 16.652.480/0001-05 conforme TP003/2015 – Contrato 018/2015, no qual também teve seu contrato rescindido em Abril de 2017, por não executar corretamente os serviços, e ainda teve abandono da obra, estando atualmente paralisada a obra em 50.38%, conforme ultimo L.O. de 06/04/2017 do agente fiscalizador do FDE (anexo 1). O valor total da obra equivale a soma das duas empresas.",Não informado,Não informado,29/12/2017
Colina,Paralisada,Municipal,2333290.17,2848877.14,NÃO POSSUI CONTRATO EM VIGÊNCIA,00.000.000/0000-00,PREFEITURA MUNICIPAL DE COLINA,Habitação,16/06/2012,Execução do Centro Cultural de Colina,Não informado,Não informado,10/01/2009
Coronel Macedo,Paralisada,Municipal,102742.08,62886.66,CONSTRUTORA LUCFEL LDTA - ME,06.027.516/0001-06,PREFEITURA MUNICIPAL DE CORONEL MACEDO,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Cobertura e Iluminação da Quadra Poliesportiva, localizada na Rua Evangelista Gabriel, s/nº, município de Coronel Macedo - SP",Não informado,Não informado,25/12/2013
Cosmópolis,Paralisada,Municipal,117882.93,66551.57,CLIPPER CONSTRUTORA LTDA,07.276.781/0001-90,PREFEITURA MUNICIPAL DE COSMOPOLIS,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,CREAS - FASE 2,Não informado,Não informado,26/07/2016
Cosmópolis,Paralisada,Municipal,436057.27,237981.49,CLIPPER CONSTRUTORA LTDA,07.276.781/0001-90,PREFEITURA MUNICIPAL DE COSMOPOLIS,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,CREAS - FASE 1,Não informado,Não informado,27/06/2012
Cosmópolis,Paralisada,Municipal,1292213.21,665939.34,CLIPPER CONSTRUTORA LTDA,07.276.781/0001-90,PREFEITURA MUNICIPAL DE COSMOPOLIS,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,CONSTRUÇÃO DA CRECHE PRO INFANCIA B,Não informado,Não informado,28/06/2017
Cosmorama,Paralisada,Municipal,1630939.31,1157593.29,"CONTRATO RESCINDIDO, EM PROCESSO LICITATÓRIO PARA FINALIZAÇÃO DA OBRA.",0,PREFEITURA MUNICIPAL DE COSMORAMA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Construção de Creche Escola Infantil Vila Honório,Não informado,Não informado,16/02/2016
Cotia,Paralisada,Estadual,314411.09,0,CHG CONSTRUCOES LTDA EPP,08.698.415/0001-92,COMANDO DE POLICIAMENTO AREA METROPOLITANA 8 - OSASCO - SECRETARIA DA SEGURANCA PUBLICA,"Segurança pública (Delegacias, penitenciárias e similares)",20/05/2019,"Execução de terraplanagem, drenagem de águas pluviais e de estrutura de contenção no terreno da sede da 3ª Cia do 33º BPM/M, localizado no município de Cotia/SP.",Rua Senador Feijó – Centro,"https://www.google.com/maps/@-23.6047558,-469278469.21z",20/08/2019
Cravinhos,Paralisada,Municipal,1282610.5,1411650.64,CONSTRUBRASS CONSTRUTORA LTDA EPP,10.450.429/0001-34,PREFEITURA MUNICIPAL DE CRAVINHOS,"Educação - Universidades, Faculdades, Escolas e similares",19/02/2019,"01 (uma) unidade de educação infantil – creche padrão da Fundação para o Desenvolvimento da Educação – FDE do Estado de São Paulo, obra esta localizada na Rua Soldado Raimundo Xavier, S/Nº Bairro Jardim Santa Cruz, estava sendo executada pela empresa Construbrass Construtora Ltda – EPP, inscrita no CNPJ: 10.450.429/0001-34 e inscrição estadual 424.060.814.112.",Rua Soldado Raimundo Xavier,,14/08/2016
Diadema,Paralisada,Municipal,7852855.62,3579105.86,EMPARSANCO ENGENHARIA S/A,21.617.548/0001-55,PREFEITURA MUNICIPAL DE DIADEMA,Habitação,Não informado,"Execução de Obras de Infraestrutura, Contenção e Demolições no Loteamento Sítio Joaninha.",Não informado,Não informado,01/12/2017
Diadema,Paralisada,Municipal,1705990.13,0,CEP CONSTRUÇÕES E PROJETOS LTDA - EPP,54.438.007/0001-19,PREFEITURA MUNICIPAL DE DIADEMA,"Equipamento urbanos (praças, quadras e similares)",Não informado,Construção da Central de triagem Chico mendes.,Não informado,Não informado,07/06/2019
Diadema,Paralisada,Municipal,7274543.03,7389325.74,"H.E. ENGENHARIA, COMÉRCIO E REPRESENTAÇÕES LTDA",62.533.278/0001-81,PREFEITURA MUNICIPAL DE DIADEMA,Habitação,Não informado,Urbanização e Construção de Unidades Habitacionais no Loteamento Iguassú.,Não informado,Não informado,25/04/2018
Dirce Reis,Paralisada,Municipal,1332814.49,1363650.56,ELCABRÁS METALURGICA EIRELI EPP,04.995.840/0001-92,PREFEITURA MUNICIPAL DE DIRCE REIS,"Educação - Universidades, Faculdades, Escolas e similares",10/09/2018,Construção do Prédio destinado a Creche e Pré-Escola no Município de Dirce Reis/SP.,Não informado,Não informado,04/03/2016
Dois Córregos,Paralisada,Municipal,168949.79,0,FAGUNDES & SILVA CONSTRUÇÃO COMÉRCIO E SERVIÇOS LTDA EPP,11.186.872/0001-02,PREFEITURA MUNICIPAL DE DOIS CORREGOS,Mobilidade urbana - vias urbanas,Não informado,"Execução de pavimentação asfáltica na Rua Jorge Vaso, Rua José Teodoro Correa e Prolongamento da Rua Setímio Izidro Tidei - Guarapuã",Não informado,Não informado,25/07/2018
Dois Córregos,Paralisada,Municipal,154014.18,0,FAGUNDES & SILVA CONSTRUÇÃO COMÉRCIO E SERVIÇOS LTDA EPP,11.186.872/0001-02,PREFEITURA MUNICIPAL DE DOIS CORREGOS,Mobilidade urbana - vias urbanas,Não informado,"Execução de recapeamento asfáltico, na Avenida Domingos Garro, Avenida Mariano Lopes, Rua Romão Grael, Rua João Leite Guedes e Rua Antônio Rosseto - Vila Grael - Dois Córregos.",Não informado,Não informado,03/08/2018
Dracena,Paralisada,Estadual,89658.43,81600.62,LOCAMAQ LOCAÇÃO DE EQUIPAMENTOS E CONSTRUÇÃO CIVIL LTDA EPP,04.010.933/0001-10,FACULDADE DE CIENCIAS AGRARIAS E TECNOLOGICAS - UNESP - CAMPUS DE DRACENA,"Educação - Universidades, Faculdades, Escolas e similares",17/07/2018,"Execução de obras e serviços de engenharia civil, elétrica, hidráulica e complementares para construção de uma casa de campo para utilização em atividades didáticas agropecuárias. O espaço será destinado para guarda de materiais e insumos além de beneficiamento de amostras de experimentos.",Não informado,Não informado,25/05/2018
Dumont,Paralisada,Municipal,399816.48,79963.41,DGB ENGENHARIA E CONSTRUÇÕES LTDA,61.608.477/0001-49,PREFEITURA MUNICIPAL DE DUMONT,Infraestrutura Urbana - Urbanização,19/03/2019,Recapeamento asfáltico em vias públicas do município - Convênio n° 1372/2018,Praça Josefina Negri,"https://www.google.com.br/maps/@-21.2392168,-479723083.16z",04/06/2019
Eldorado,Paralisada,Estadual,224506.41,179927.79,THI ENGENHARIA E ARQUITETURA LTDA,09.195.930/0001-12,TRIBUNAL DE JUSTICA DO ESTADO DE SAO PAULO - TJ SP,Energia - distribuição (rede interna urbana e similares),Não informado,Reforma das instalações elétricas do prédio do Fórum da Comarca de Eldorado.\n,Não informado,Não informado,08/09/2017
Elisiário,Paralisada,Municipal,1418566.49,1219797.05,TORR CONSTRUTORA E PAVIMENTADORA LTDA EPP,02.874.008/0001-02,PREFEITURA MUNICIPAL DE ELISIARIO,"Educação - Universidades, Faculdades, Escolas e similares",08/01/2018,Construção de Prédio destinado a Creche Tipo CR-02 de acordo com o convenio nº 5463/13-SE.  Na Rua Florindo Calegari nº 56 em Elisiário SP.,Não informado,Não informado,21/01/2019
Emilianópolis,Paralisada,Municipal,3163625.58,1713210.51,CONSTRUTORA CIDADE VERDE LTDA.,06.062.125/0001-22,PREFEITURA MUNICIPAL DE EMILIANOPOLIS,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Construção de uma Escola Estadual no Jardim Europa.,Não informado,Não informado,06/06/2013
Espírito Santo do Turvo,Paralisada,Municipal,1777777.98,400668.35,SAG ENGENHARIA LTDA,07.033.193/0001-26,PREFEITURA MUNICIPAL DE ESPIRITO SANTO DO TURVO,"Educação - Universidades, Faculdades, Escolas e similares",13/12/2018,"Obra Paralisada devido a empresa alegar que os preço listado para a cobertura com sistema  STEEL FRAMING estarem com valores abaixo do praticado no mercado, onde houve a solicitação de alteração do projeto para o sistema de Cobertura com estrutura Convencional, o que foi negado pelo Município. Segunda a empresa se não houvesse a alteração não teriam condições de continuar a construção devido ao alto custo da etapa, o que esta ocasionando a paralização e a possível quebra de contrato.","Rua João Eugênio, Jardim Vitória","https://www.google.com/maps/dir//-22.699367,-49.4349132/@-22.6995015,-494346449.135m/data=!3m1!1e3!4m2!4m1!3e0",24/04/2019
Euclides da Cunha Paulista,Paralisada,Municipal,11251454.46,690884.9,COLMEIA CONSTRUÇÃO E SERVIÇOS LTDA,08.231.773/0001-90,PREFEITURA MUNICIPAL DE EUCLIDES DA CUNHA PAULISTA,"Educação - Universidades, Faculdades, Escolas e similares",01/04/2016,"CONSTRUÇÃO DE UMA CRECHE ESCOLA, MODELO FDE, EM ALVENARIA.",RUA JOSÉ LEÃO DOS SANTOS,,21/12/2014
Ferraz de Vasconcelos,Paralisada,Municipal,3405477.76,0,ARCAN CONSTRUTORA EIRELLI EPP,04.770.826/0001-90,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,"Equipamento urbanos (praças, quadras e similares)",Não informado,Reforma e Ampliação do Prédio para instalação da Câmara Municipal de Ferraz de Vasconcelos,Não informado,Não informado,11/05/2016
Ferraz de Vasconcelos,Paralisada,Municipal,999546.79,0,CONSTRUTORA CAVIANA LTDA,05.490.343/0001-03,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,Construção da Unidade Básica de Saúde Jardim TV,Não informado,Não informado,24/10/2014
Ferraz de Vasconcelos,Paralisada,Municipal,235818.25,0,BESERRA DA SILVA CONSTRUTORA - ME,11.068.543/0001-67,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,"Equipamento urbanos (praças, quadras e similares)",Não informado,Construção e Reforma das Praças Luiz Kirkovics e José Mazzuca,Não informado,Não informado,12/01/2015
Ferraz de Vasconcelos,Paralisada,Municipal,1993944.27,0,FIG INCORPORADORA E CONSTRUTORA EIRELI,58.060.930/0001-10,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,"Equipamento urbanos (praças, quadras e similares)",Não informado,Revitalização da Praça Central,Não informado,Não informado,16/04/2012
Ferraz de Vasconcelos,Paralisada,Municipal,3946212.89,0,CONSTRUTORA CHAIA LTDA.,00.310.113/0001-93,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,Habitação,Não informado,Construção de 187 moradias do Projeto Morar Bem II,Não informado,Não informado,13/11/2009
Ferraz de Vasconcelos,Paralisada,Municipal,3137832.99,0,FIG INCORPORADORA E CONSTRUTORA EIRELI,58.060.930/0001-10,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,"Equipamento urbanos (praças, quadras e similares)",Não informado,Construção de Centro de Convenções,Não informado,Não informado,12/03/2012
Ferraz de Vasconcelos,Paralisada,Municipal,2618766,0,MCN CONSTRUTORA ADMINISTRAÇÃO E INCORPORAÇÃO DE IMÓVEIS LTDA.,15.537.032/0001-06,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Construção da Escola Municipal Pedro Paulo Paulino,Não informado,Não informado,15/09/2015
Ferraz de Vasconcelos,Paralisada,Municipal,3030517.42,0,GUERRERO CONSTRUTORA E INCORPORADORA LTDA.,02.182.007/0001-05,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Construção de Escola do FDE,Não informado,Não informado,18/08/2015
Flora Rica,Paralisada,Municipal,169269.03,0,T N OKA TECNOLOGIA E CONSTRUÇÕES LTDA - EPP,20.063.519/0001-26,PREFEITURA MUNICIPAL DE FLORA RICA,"Equipamento urbanos (praças, quadras e similares)",Não informado,Construção de um galpão 130m²,Não informado,Não informado,17/12/2016
Floreal,Paralisada,Estadual,28247258.22,0,CONSTRUTORA MISORELLI PALMIERI LTDA,60.880.093/0001-18,DEPARTAMENTO DE ESTRADAS DE RODAGEM - DER,Transporte - Rodovias,26/02/2019,"OBRAS E SERVIÇOS DE RECUPERAÇÃO DA SP.310, TRECHO MIRASSOL-PEREIRA BARRETO (KM 454.300 AO KM 621.910), INCLUINDO A INTERLIGAÇÃO COM A SPI 627/310, NO MUNICÍPIO DE PEREIRA BARRETO,TOTAL. 175.950 KM DE EXTENSÃO - DIVIDIDOS EM SETE LOTES, BID-SP ESTE É O LOTE 03 - KM 498.00 E O KM 518.40 - TRECHO SEBASTIANÓPOLIS DO SUL - MONTE APRAZÍVEL - NHANDEARA - FLOREAL.",RODOVIA SP 310,,24/07/2019
Flórida Paulista,Paralisada,Municipal,211828.27,145758.55,CONSTRU J CONSTRUÇÃO CIVIL LTDA - EPP,19.136.873/0001-54,PREFEITURA MUNICIPAL DE FLORIDA PAULISTA,"Educação - Universidades, Faculdades, Escolas e similares",31/01/2019,"Conclusão da obra de Ampliação das Salas de Aula e Adequação dos banheiros, incluindo instalação de Elevador elétrico para passageiros, do Prédio da Escola “Octaviano José Corrêa” – Localizada na Rua Stélio Machado Loureiro nº 205 – Centro nesta cidade de Flórida Paulista – SP.",Rua Prof. Stélio Machado Loureiro,"https://www.google.com.br/maps/@-21.6149638,-511694745.105m/data=!3m1!1e3",19/11/2017
Flórida Paulista,Paralisada,Municipal,2542112.18,859431.16,MUNDIAL ENGENHARIA SANTA FE LTDA – EPP,71.852.586/0001-60,PREFEITURA MUNICIPAL DE FLORIDA PAULISTA,Outros,30/06/2018,"Construção e Reforma de Infraestrutura Esportiva, conforme contrato de repasse nº 784257/2013 - Centro Esportivo Guanabara.",Rua Dr. Miguel Anikin,"https://www.google.com.br/maps/@-21.6135331,-511768117.420m/data=!3m1!1e3",02/02/2017
Florínia,Paralisada,Municipal,630999.36,181676.92,MARIA DE LOURDES DE LIMA FELIPE-EPP,08.793.399/0001-69,PREFEITURA MUNICIPAL DE FLORINEA,Habitação,Não informado,"Trata-se de obra da administração Pública Municipal em Parceria com a Casa Paulista (C.D.H.U.), obra esta que objetiva executar Melhorias Habitacionais (Muro de divisa, calçada, forro, grama, azulejo). Onde as unidades beneficiadas trata-se de outro convênio junto ao Governo Federal (Minha casa/Minha vida), esta sim concluída.  Importante ressaltar que no momento a obra está paralisada e sendo discutido na Justiça inconsistências apontadas na execução da obra.",Não informado,Não informado,31/12/2015
Florínia,Paralisada,Municipal,1251636.63,0,CONSTRUTORA MAFRA LTDA - EPP,08.882.842/0001-63,PREFEITURA MUNICIPAL DE FLORINEA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"Trata-se de uma obra destinada a Creche Infantil, onde a implantação da obra se fez espelhada para dentro do patio da Prefeitura (Garagem Municipal), espaço este que não possui Infra-Estrutura (Guias, sarjetas, Rede de Energia e Iluminação, Rede coletora de esgoto, Rede de água potável, Calçada e Pavimentação asfáltica). O órgão conveniado F.D.E. desde 2016 vem cobrando da Administração a regularização da obra. No entanto devido a inversão da obra, bem como inconsistência encontrada em medições e Pagamento, até o momento não se viabilizou o investimento, tanto que na data de 28 de dezembro de 2018, a F.D.E. (Secretaria da Educação do estado de São Paulo) rompeu de forma unilateral este convênio.   * Neste caso houve 2 licitações onde só foi feito pagamento para empresa relacionada abaixo.",Não informado,Não informado,03/06/2015
Franca,Paralisada,Municipal,469140.64,457693.76,W. L. GAMA ENGENHARIA E TERRAPLANAGEM LTDA,02.247.305/0001-28,PREFEITURA MUNICIPAL DE FRANCA,"Equipamento urbanos (praças, quadras e similares)",18/03/2017,"Reforma da piscina do Centro Esportivo José Ribeiro de Paula, na vila Santa Terezinha",Não informado,Não informado,22/01/2019
Franca,Paralisada,Estadual,152613360,0,FRANCA EXPANSÃO S/A,12.085.933/0001-08,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,"Abastecimento de água - Captação, Adução, Tratamento e similares",01/04/2016,"Locação de Ativos para Execução das Obras de Implantação das Adutoras de Água Bruta 1, 2 e 3 (Captação/ EEAB2/EEAB3/ ETA); Adutoras de Água Tratada 1 e 2 (ETA/ RES. Aeroporto/ R5A) e Interligação R5A/Santa Cruz; Adutoras de Água Tratada (R5A/Res. Capelinha/ ETA Norte); Linha de Recalque de Lodo (ETA Sul/ ETE Franca);Emissário de Lodo (ETA Sul/ ETE Franca) e Sistema de Tratamento de Lodo na ETE Franca do Sistema de Abastecimento de Água do Município de Franca / Sistema Produtor Sapucaí Mirim.",Rod. Rio Negro e Solimões - SP - 336,"https://www.google.com.br/maps/@-20.7002461,-474499538.6994m/data=!3m1!1e3?hl=pt-BR",02/08/2014
